locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
845,"Yellow River Conservancy Institute, Kaifeng",,34.826066,114.324772,13,6,116,9,31,13,17,6,1021,48,5,20141101030000
846,"Shijixing Kindergarden, Kaifeng",,34.793606,114.302744,144,77,2,16,14,10,17,6,1021,48,5,20141101030000
847,Kaifeng,,34.796346,114.313426,153,73,3,15,13,14,17,6,1021,48,5,20141101030000
852,Jiaozuo,,35.215381,113.248188,160,89,9,27,38,23,16,6,1021,52,6,20141101030000
853,"Cotton Research Institute, Anyang",,36.081435,114.486451,192,131,2,30,51,13,13,10,1021,76,2,20141101030000
854,"Hongmiao Street, Anyang",,36.086733,114.326,13,6,-,-,-,-,13,10,1021,76,2,20141101030000
855,"Yinxing Compound, Anyang",,36.056519,114.36495,161,150,3,36,38,20,13,10,1021,76,2,20141101030000
856,"Tiefo Temple, Anyang",,36.110041,114.309309,263,166,2,37,46,34,13,10,1021,76,2,20141101030000
857,Anyang,,36.097767,114.398846,263,166,3,39,51,34,13,10,1021,76,2,20141101030000
858,"City Monitoring Station, Luoyang",,34.669055,112.439633,149,59,5,19,39,7,13,,1022,73,3,20141101030000
859,"BDA Management Committee, Luoyang",,34.622084,112.390759,104,50,15,11,18,8,13,,1022,73,3,20141101030000
860,"New municipal office, Luoyang",,34.623745,112.432973,87,65,15,14,20,26,13,,1022,73,3,20141101030000
861,"City committee communist party school, Luoyang",,34.650169,112.400212,151,65,9,18,19,5,13,,1022,73,3,20141101030000
862,"Henan Forestry College, Luoyang",,34.685566,112.509429,144,76,5,25,61,43,13,,1022,73,3,20141101030000
863,"CITIC No.2 Elementary School, Luoyang",,34.668212,112.36907,109,64,7,14,30,11,13,,1022,73,3,20141101030000
864,"Yuxi Hotel, Luoyang",,34.685949,112.472611,122,78,8,15,56,34,13,,1022,73,3,20141101030000
865,Luoyang,,34.617424,112.46054,151,78,15,25,61,43,13,,1022,73,3,20141101030000
866,"City Planning Design Institute, Pingdingshan",,33.7352,113.297916,72,42,20,15,24,8,17,6,1021,48,5,20141101030000
867,"Xinhua Hotel, Pingdingshan",,33.737754,113.328814,87,40,16,14,17,12,17,6,1021,48,5,20141101030000
868,"Engineering College, Pingdingshan",,33.772474,113.188235,76,35,9,18,20,5,17,6,1021,48,5,20141101030000
869,"High Voltage Switchgear Factory, Pingdingshan",,33.719941,113.312665,91,47,8,15,22,5,17,6,1021,48,5,20141101030000
870,Pingdingshan,,33.764754,113.199082,91,47,20,18,24,12,17,6,1021,48,5,20141101030000
1303,"City Monitoring Station, Hebi",,35.748411,114.313927,163,142,3,29,8,14,15,,1027,85,3,20141101030000
1304,"BDA, Xinxiang",,35.281373,113.908605,193,147,3,32,27,17,12,,978,83,2,20141101030000
1305,"Environment protection office, Puyang",,35.851321,115.512901,246,133,6,24,28,23,17,,1030,71,5,20141101030000
1306,"BDA, Xuchang",,33.998574,113.802968,152,130,11,25,25,16,17,,1021,48,5,20141101030000
1307,"Monitoring station, Xuchang",,34.011362,113.838373,97,44,19,21,31,15,17,,1021,48,5,20141101030000
1308,"Environment protection office, Xuchang",,34.032831,113.827116,13,31,1,19,38,12,17,,1021,48,5,20141101030000
1309,"Environment protection office, Nanyang",,32.532094,112.371764,192,133,11,26,17,16,16,,1022,100,2,20141101030000
1310,"Weather Monitoring Station, Nanyang",,32.988834,112.534165,209,173,10,15,10,11,12,,1016,91,2,20141101030000
1311,"Environmental Monitoring Station, Shangqiu",,34.412805,115.661879,171,91,7,20,16,10,19,,1029,86,3,20141101030000
1312,"City Environmental Monitoring Station, Zhoukou",,33.609533,114.672682,309,302,2,2,22,37,17,,1028,93,2,20141101030000
1313,"Sewage treatment plant, Jiyuan",,35.066374,112.607855,72,44,7,8,12,12,12,,0,67,4,20141101030000
1314," Lankao EPB Station, Lankao county",,34.821216,114.826903,13,87,3,28,13,8,17,,1021,48,5,20141101030000
1315,Hebi,,35.747156,114.303202,164,102,3,22,21,9,15,,1027,85,3,20141101030000
1316,Xinxiang,,35.302343,113.93288,179,110,1,38,38,21,12,,978,83,2,20141101030000
1317,Puyang,,35.761825,115.035106,174,106,4,30,24,18,15,,1029,91,3,20141101030000
1318,Xuchang,,34.033947,113.858511,13,31,1,19,38,12,17,,1021,48,5,20141101030000
1319,Zhoukou,,33.624592,114.702425,260,184,12,28,51,55,17,,1028,93,2,20141101030000
871,"Economic Development Zone EPA, Changsha",,28.239029,113.087873,151,27,33,18,11,8,17,15,1019,88,3,20141101030000
872,"High-tech Zone EPA, Changsha",,28.216766,112.893403,160,67,21,13,13,8,17,15,1019,88,3,20141101030000
873,"Mapoling, Changsha",,28.197926,113.083865,152,59,10,28,8,7,17,15,1019,88,3,20141101030000
874,"Hunan Normal University, Changsha",,28.186202,112.949459,163,75,16,17,11,6,17,15,1019,88,3,20141101030000
875,"Yuqua District EPB, Changsha",,28.139661,113.008649,151,62,17,18,10,8,17,15,1019,88,3,20141101030000
876,"Wujialing, Changsha",,28.256286,112.98457,155,59,13,14,11,12,17,15,1019,88,3,20141101030000
877,"New train station, Changsha",,28.191052,113.006646,170,76,15,24,11,9,17,15,1019,88,3,20141101030000
878,"Tianxin District EPB, Changsha",,28.114406,112.989577,162,66,2,17,7,8,17,15,1019,88,3,20141101030000
879,"Hunan University of Traditional Chinese Medicine, Changsha",,28.127269,112.896395,177,22,19,12,11,11,17,15,1019,88,3,20141101030000
880,"Shaping, Changsha",,28.355246,113.00164,169,71,24,11,13,14,17,15,1019,88,3,20141101030000
881,Changsha,,28.224701,112.944264,163,75,16,17,11,6,-,-,0,-,-,20141101030000
883,"City Monitoring Station, Xiangtan",,27.854149,112.901062,132,63,11,17,9,9,17,15,1019,88,3,20141101030000
884,"HKUST, Xiangtan",,27.908165,112.912881,152,55,10,20,4,11,17,15,1019,88,3,20141101030000
885,Xiangtan,,27.826289,112.949479,153,67,17,26,13,12,17,15,1019,88,3,20141101030000
886,"Zhuye Hospital, Zhuzhou",,27.883542,113.101131,147,57,14,18,3,7,17,15,1019,88,3,20141101030000
887,"No.4 middle school, Zhuzhou",,27.794671,113.195938,152,66,10,13,10,8,17,15,1019,88,3,20141101030000
888,"Railway station, Zhuzhou",,27.8349,113.149149,151,63,11,26,8,8,17,15,1019,88,3,20141101030000
889,"City Monitoring Station, Zhuzhou",,27.849638,113.135836,132,59,10,19,3,9,17,15,1019,88,3,20141101030000
890,"Dajing, Zhuzhou",,27.830311,113.25706,119,40,11,7,4,6,17,15,1019,88,3,20141101030000
891,Zhuzhou,,27.824409,113.139832,155,66,14,26,10,9,17,15,1019,88,3,20141101030000
896,Yueyang,,29.354548,113.134922,179,200,16,17,17,16,16,15,1020,94,2,20141101030000
897,"Dingcheng District EPB, Changde",,29.014303,111.691833,180,85,6,10,31,17,15,13,1020,86,2,20141101030000
898,"Baihe Hill, Changde",,29.072606,111.735659,158,76,13,7,3,15,15,13,1020,86,2,20141101030000
899,"Municipal Technical Supervision Bureau, Changde",,29.038038,111.6736,167,82,8,12,33,12,15,13,1020,86,2,20141101030000
900,"No.2 middle school, Changde",,28.96732,111.707138,166,91,8,12,42,18,15,13,1020,86,2,20141101030000
901,Changde,,29.028648,111.704107,180,91,13,12,42,18,15,13,1020,86,2,20141101030000
902,"Yuanjiajie, Zhangjiajie",,29.297387,110.421733,107,53,41,4,6,36,,,0,,,20141101030000
903,"Power Administration Bureau, Zhangjiajie",,29.126345,110.47192,151,88,175,12,14,14,,,0,,,20141101030000
906,Zhangjiajie,,29.114231,110.484134,163,88,175,12,20,36,,,0,,,20141101030000
907,"Zhenning Garden, Nanning",,22.784688,108.304953,82,39,9,6,4,8,27,23,1015,79,3,20141101030000
908,"City Monitoring Station, Nanning",,22.819736,108.32499,76,40,12,12,4,6,27,23,1015,79,3,20141101030000
909,"Daziran Garden, Nanning",,22.802327,108.387089,74,33,12,5,3,6,27,23,1015,79,3,20141101030000
910,"Xianhu, Nanning",,22.7879,108.443064,78,37,10,8,4,6,27,23,1015,79,3,20141101030000
911,"District Agricultural Vocational College, Nanning",,22.843566,108.24292,82,46,8,12,4,7,26,24,1014,89,2,20141101030000
912,"Yinghua jiayuan, Nanning",,22.732221,108.331999,82,52,8,6,3,6,26,24,1014,89,2,20141101030000
913,"Shajing town street committee, Nanning",,22.780442,108.247914,80,38,10,9,4,8,27,23,1015,79,3,20141101030000
1337,"Yongning District Government, Nanning",,22.755549,108.491317,95,31,12,5,6,5,27,23,1015,79,3,20141101030000
914,Nanning,,22.814552,108.3702,74,33,12,5,3,6,-,-,0,-,-,20141101030000
915,"Haitan Park, Beihai",,21.401746,109.157592,25,30,27,3,2,8,25,24,1014,93,2,20141101030000
916,"Beihai Industrial Park, Beihai",,21.422809,109.182003,97,45,10,11,3,12,25,24,1014,93,2,20141101030000
917,"New EPA, Beihai",,21.463737,109.102346,46,44,23,6,7,10,25,24,1014,93,2,20141101030000
918,Beihai,,21.478867,109.12422,97,50,27,11,7,12,25,24,1014,93,2,20141101030000
919,"Hexi water supply company, Liuzhou",,24.343135,109.389038,122,54,25,7,16,11,22,18,1014,77,1,20141101030000
920,"EPA Station, Liuzhou",,24.323702,109.414608,117,53,13,9,18,11,22,18,1014,77,1,20141101030000
921,"No.4 middle school, Liuzhou",,24.197352,109.424598,137,47,11,14,11,9,22,18,1014,77,1,20141101030000
922,"No.9 middle school, Liuzhou",,24.381729,109.381808,127,62,15,9,30,11,22,18,1014,77,1,20141101030000
923,"Liudong Primary School, Liuzhou",,24.386925,109.492755,107,38,13,6,8,9,22,18,1014,77,1,20141101030000
924,"Guting Hill, Liuzhou",,24.313015,109.488374,154,55,9,13,16,12,22,18,1014,77,1,20141101030000
925,Liuzhou,,24.322813,109.42056,154,62,25,14,30,12,22,18,1014,77,1,20141101030000
926,"Monitoring station, Guilin",,25.254137,110.246546,46,15,11,11,7,12,17,16,1017,94,2,20141101030000
927,"Longyin Primary School, Guilin",,25.248029,110.313509,-,-,-,-,-,-,-,-,0,-,-,20141101030000
928,"No.8 middle school, Guilin",,25.232915,110.262547,70,24,8,12,5,12,17,16,1017,94,2,20141101030000
929,"UESTC Yaoshan Campus, Guilin",,25.265319,110.394778,57,17,14,4,23,7,17,16,1017,94,2,20141101030000
930,Guilin,,25.270731,110.29478,70,24,14,12,23,12,17,16,1017,94,2,20141101030000
931,"Zhongzhai Port, Haikou",,19.948477,110.579698,55,29,9,1,1,3,28,21,1013,66,3,20141101030000
932,"Hainan University, Haikou",,20.057457,110.323305,57,34,14,3,3,5,28,21,1013,66,3,20141101030000
933,"Xiuying Hainan Hospital, Haikou",,20.003195,110.287446,57,37,15,7,2,5,28,21,1013,66,3,20141101030000
934,"Hainan Normal University, Haikou",,19.994924,110.341933,59,30,11,4,2,4,28,21,1013,66,3,20141101030000
935,"Longhua road EPA dormitory, Haikou",,20.033598,110.334619,57,35,16,12,4,5,28,21,1013,66,3,20141101030000
936,Haikou,,20.028742,110.333225,57,35,16,12,4,5,28,21,1013,66,3,20141101030000
1227,Dongfang,,19.093504,108.655392,13,27,34,5,4,6,26,24,1013,88,1,20141101030000
1228,Wuzhishan,,18.773351,109.52102,13,30,4,2,2,7,31,23,1013,62,5,20141101030000
1229,Danzhou,,19.51916,109.584821,53,25,27,6,2,7,27,22,1014,74,4,20141101030000
1230,Qionghai,,19.256756,110.478998,53,46,9,1,2,7,27,22,1014,74,4,20141101040000
1231,Ledongxian,,18.740902,109.182189,-,-,-,-,-,-,-,-,0,-,-,20141101040000
1232,"Shitouyuan middle school, Wenchang",,19.638929,110.787151,,3,,,,,,,,,,20141101040000
1234,"City Land Resources Bureau office environment , Wenchang",,19.54895,110.806432,,29,,4,1,,,,,,,20141101040000
1235,"Chenbei xinqu sttion, Wanning",,18.828146,110.402316,53,62,,1,5,8,,,,,,20141101040000
1236,"City Water Company sub-station , Wanning",,18.789205,110.361262,,38,,5,2,,,,,,,20141101040000
1237,"Middle school, Wanning",,18.796743,110.397712,-,56,,1,2,,,,,,,20141101040000
1238,"Environmental resources monitoring unit, Dinganxian",,19.691001,110.328237,,41,,3,3,,,,,,,20141101040000
1239,"Environmental resources monitoring unit, Tunchangxian",,19.348948,110.103002,,46,,,,,,,,,,20141101040000
1240,"Land Environment and Resources Bureau, Chengmaixian",,19.758086,110.010247,,30,,2,11,,,,,,,20141101040000
1241,"Commission compound Archives , Lingaoxian",,19.909939,109.6947,,58,,4,2,,,,,,,20141101040000
1242,"Commission for Discipline Building Station, Lingshuixian",,18.506809,110.039993,,14,,3,2,,,,,,,20141101040000
1243,"Land Environment and Resources Bureau, Qiongzhongxian",,19.038965,109.841279,,27,,3,1,,,,,,,20141101040000
1244,"Land Environment and Resources Bureau , Changjiangxian",,19.274424,109.064625,,14,,3,2,,,,,,,20141101040000
952,"Jinyun Mountain, Chongqing",,29.824714,106.383015,25,7,5,5,4,7,17,15,1018,88,3,20141101040000
953,"Gaojia Garden, Chongqing",,29.571004,106.463961,95,37,2,11,11,10,17,15,1018,88,3,20141101040000
954,"Tiansheng, Chongqing",,29.823915,106.428032,89,34,3,6,3,8,17,15,1018,88,3,20141101040000
955,"Huqi, Chongqing",,29.595635,106.299819,68,30,5,8,4,8,17,15,1018,88,3,20141101040000
956,"Nanping, Chongqing",,29.51576,106.543738,159,71,1,22,7,13,17,15,1018,88,3,20141101040000
957,"Baishiyi, Chongqing",,29.47961,106.367969,99,77,2,9,5,8,17,15,1018,88,3,20141101040000
958,"Liberation Monument, Chongqing",,29.561321,106.574692,157,69,2,17,6,9,17,15,1018,88,3,20141101040000
959,"Yangjiaping, Chongqing",,29.513635,106.515811,151,57,2,12,8,10,17,15,1018,88,3,20141101040000
960,"Konggang, Chongqing",,29.709652,106.620717,154,68,2,15,11,11,17,15,1018,88,3,20141101040000
961,"Xinshan village, Chongqing",,29.486551,106.471936,97,47,2,15,9,11,17,15,1018,88,3,20141101040000
962,"Lijia, Chongqing",,29.642458,106.565707,87,34,2,12,8,9,17,15,1018,88,3,20141101040000
963,"Yuxin Street, Chongqing",,29.506441,106.51282,168,63,1,13,9,12,17,15,1018,88,3,20141101040000
964,"Caijia, Chongqing",,29.424246,106.594678,139,60,1,13,10,13,17,15,1018,88,3,20141101040000
965,Chongqing,,29.560161,106.555275,97,47,2,15,9,11,-,-,0,-,-,20141101040000
966,"City EPA station, Guiyang",,26.565355,106.700834,50,19,7,8,2,7,14,12,1020,88,4,20141101040000
967,"Jinyang New District, Guiyang",,26.622925,106.627857,114,51,33,8,6,8,14,12,1020,88,4,20141101040000
968,"Wudang District, Guiyang",,26.630797,106.752525,30,9,9,5,1,7,14,12,1020,88,4,20141101040000
969,"Huaxi District, Guiyang",,26.43281,106.659016,59,18,10,9,3,5,14,12,1020,88,4,20141101040000
970,"Xiaohe District, Guiyang",,26.511961,106.698525,42,20,9,9,4,8,14,12,1020,88,4,20141101040000
971,"Hongbianmen, Guiyang",,26.597371,106.714267,59,15,8,12,3,7,14,12,1020,88,4,20141101040000
972,"Yejingting, Guiyang",,26.566183,106.720177,55,10,11,6,2,7,14,12,1020,88,4,20141101040000
1245,"Jinyang District, Guiyang",,26.622892,106.627807,61,8,10,8,2,8,14,12,1020,88,4,20141101040000
974,"Tongmuling, Guiyang",,26.296842,106.808788,34,12,12,1,5,6,14,12,1020,88,4,20141101040000
975,Guiyang,,26.643992,106.633723,114,51,33,12,6,8,14,12,1020,88,4,20141101040000
976,"Gantianba, Zunyi",,27.716461,106.921584,82,38,11,6,3,6,14,13,0,93,1,20141101040000
977,"Zhongzhuang, Zunyi",,27.645076,106.894335,82,28,14,8,5,7,14,13,0,93,1,20141101040000
978,"Zhoushui  Bridge, Zunyi",,27.684247,106.926869,68,30,10,7,7,3,14,13,0,93,1,20141101040000
979,"Dingzikou, Zunyi",,27.683412,106.926033,68,32,10,13,2,7,14,13,0,93,1,20141101040000
980,Zunyi,,27.722123,106.931212,82,38,14,13,7,7,14,13,0,93,1,20141101040000
981,"Chenggong New Area, Kunming",,24.885454,102.822434,63,35,6,16,8,11,16,15,1025,94,5,20141101040000
982,"Xishan Forest Park, Kunming",,24.959273,102.626245,34,19,10,2,4,,16,15,1025,94,5,20141101040000
983,"Longquan Town, Kunming",,25.080649,102.729469,102,80,1,15,7,20,16,15,1025,94,5,20141101040000
984,"Dongfeng East Road, Kunming",,25.037539,102.723459,82,47,3,17,8,12,16,15,1025,94,5,20141101040000
985,"Jinding Mountain, Kunming",,25.063979,102.682372,119,85,2,14,21,21,16,15,1025,94,5,20141101040000
986,"Biji Square, Kunming",,25.032798,102.63927,117,72,1,-,17,15,16,15,1025,94,5,20141101040000
882,Kunming,,24.877113,102.834277,63,35,6,16,8,11,-,-,0,-,-,20141101040000
987,"Dongfeng Reservoir, Yuxi",,24.366326,102.578986,53,21,5,5,1,,17,15,1024,88,6,20141101040000
988,"City Monitoring Station, Yuxi",,24.357218,102.544593,-,-,-,-,-,-,-,-,0,-,-,20141101040000
989,"Dayingjie town, Yuxi",,24.338187,102.497783,61,37,7,6,11,11,17,15,1024,88,6,20141101040000
990,Yuxi,,24.348971,102.547796,61,37,5,9,17,11,17,15,1024,88,6,20141101040000
992,"Environmental Monitoring Station, Qujing",,25.113618,103.543517,104,52,6,6,7,12,19,14,0,63,4,20141101040000
993,Qujing,,25.487008,103.79819,109,85,8,6,10,12,19,14,0,63,4,20141101040000
994,"Bakuo street, Lhasa",,29.632276,91.131845,101,66,19,1,4,7,9,-10,0,15,1,20141101040000
1074,"City EPA, Lhasa",,29.64868,91.131546,107,51,6,29,12,29,1,-9,0,35,1,20141101040000
995,"District Monitoring Station, Lhasa",,29.631992,91.084862,102,65,14,0,4,6,9,-10,0,15,1,20141101040000
996,"Tibet University, Lhasa",,29.641683,91.127951,83,56,20,1,4,9,9,-10,0,15,1,20141101040000
997,"District radiation station, Lhasa",,29.662003,91.106568,132,118,17,1,5,6,9,-10,0,15,1,20141101040000
998,"Lhasa Railway Station, Lhasa",,29.631185,91.077354,147,132,6,1,6,11,9,-10,0,15,1,20141101040000
999,Lhasa,,29.642818,91.142385,129,79,18,1,4,29,1,-9,0,35,1,20141101040000
1000,"High Voltage Switchgear Factory, Xian",,34.27329,108.886585,76,40,2,3,10,4,13,6,1029,63,3,20141101040000
1001,"Xingqing Compound, Xian",,34.261443,108.997844,72,29,5,23,6,8,13,6,1029,63,3,20141101040000
1002,"Fangzhicheng, Xian",,34.255916,109.065098,72,40,4,22,11,7,13,6,1029,63,3,20141101040000
1003,"Xiaozhai, Xian",,34.230798,108.944647,65,30,4,14,6,16,13,6,1029,63,3,20141101040000
1004,"City People Stadium, Xian",,34.269741,108.958692,65,20,3,6,10,7,12,7,1029,72,2,20141101040000
1005,"Gaoxin West Area, Xian",,34.228672,108.887581,-,-,-,-,-,-,-,-,0,-,-,20141101040000
1006,"Economic Development Zone, Xian",,34.34584,108.939644,76,53,5,17,12,17,13,6,1029,63,3,20141101040000
1007,"Yanliang District, Xian",,34.656366,109.205094,85,52,1,12,18,10,13,6,1029,63,3,20141101040000
1008,"Lintong District, Xian",,34.371737,109.22365,65,26,10,17,8,12,13,6,1029,63,3,20141101040000
1009,"Qujiang Cultural Industry Group, Xian",,34.196295,108.989804,68,28,5,19,6,19,13,6,1029,63,3,20141101040000
1010,"Guangyuntan, Xian",,34.326112,109.048052,78,29,4,6,13,20,13,6,1029,63,3,20141101040000
1285,"City Stadium, Xian",,34.268488,108.963074,72,25,2,6,11,7,13,6,1029,63,3,20141101040000
1011,Xian,,34.340013,108.944832,76,53,5,17,12,17,-,-,0,-,-,20141101040000
1012,"Sanlu Hospital, Baoji",,34.365861,107.195288,68,33,8,21,5,12,8,-4,0,38,4,20141101040000
1013,"Zhuyuangou, Baoji",,34.300388,107.081452,68,28,21,10,1,8,8,-4,0,38,4,20141101040000
1014,"Monitoring station, Baoji",,34.35344,107.147859,76,40,11,15,3,9,8,-4,0,38,4,20141101040000
1015,"Technical Schools, Baoji",,34.372526,100.12016,99,43,8,17,3,7,8,-4,0,38,4,20141101040000
1020,Baoji,,34.36056,107.242666,76,43,23,22,5,12,-,-,0,-,-,20141101040000
1022,Tongchuan,,34.895671,108.94995,59,41,26,12,17,5,12,7,1029,72,2,20141101040000
1023,"Agriculture Science Institute, Weinan",,34.508625,109.534251,80,28,9,11,3,3,10,7,1028,82,2,20141101040000
1024,"Gymnasium, Weinan",,34.494658,109.458646,78,24,13,7,4,4,10,7,1028,82,2,20141101040000
1025,"Daily newspaper office, Weinan",,34.498979,109.505453,65,21,6,8,12,4,10,7,1028,82,2,20141101040000
1026,Weinan,,34.498668,109.51493,80,28,13,15,12,4,10,7,1028,82,2,20141101040000
1027,"Normal university, Xianyang",,35.833138,108.730663,53,24,2,3,10,6,10,7,1028,82,2,20141101040000
1028,"Weather Monitoring Station, Xianyang",,34.394439,108.7247,59,55,7,6,2,6,10,7,1028,82,2,20141101040000
1030,Xianyang,,34.328121,108.713676,80,55,7,12,16,8,10,7,1028,82,2,20141101040000
1031,"City Monitoring Station, Yanan",,36.576781,109.487649,78,82,5,28,14,20,5,-6,1030,35,2,20141101040000
1032,"University Hospital, Yanan",,36.600136,109.484329,107,81,3,30,10,14,5,-6,1030,35,2,20141101040000
1033,Yanan,,36.585552,109.49513,107,82,7,30,17,24,5,-6,1030,35,2,20141101040000
1034,"Worker hospital, Lanzhou",,36.075353,103.714471,97,38,10,22,6,5,2,-2,1032,75,6,20141101040000
1035,"Lanlian hotel, Lanzhou",,36.102721,103.633277,104,44,29,27,5,2,2,-2,1032,75,6,20141101040000
1036,"Biological Product Institute, Lanzhou",,36.072163,103.84339,114,60,31,12,6,7,2,-2,1032,75,6,20141101040000
1037,"Railway Design Institute, Lanzhou",,36.046076,103.833409,87,30,25,22,4,6,2,-2,1032,75,6,20141101040000
1038,Lanzhou,,36.060928,103.83678,114,60,31,12,6,7,-,-,0,-,-,20141101040000
1039,"Municipal Science and Technology Commission, Jinchang",,38.52488,102.19143,144,53,38,7,3,10,2,-12,0,30,9,20141101040000
1040,"Jinchuan Company No.2 Guest House, Jinchang",,38.513125,102.18653,80,67,28,3,3,14,2,-12,0,30,9,20141101040000
1041,Jinchang,,38.520527,102.190032,144,67,43,7,3,14,2,-12,0,30,9,20141101040000
1042,"Jiuquan Refractories Company, Jiayuguan",,39.81311,98.226468,76,89,33,5,6,2,-1,-12,1038,28,2,20141101040000
1043,"Bureau of Meteorology, Jiayuguan",,39.772669,98.291156,82,75,35,3,3,2,-1,-12,1038,28,2,20141101040000
1044,Jiayuguan,,39.773962,98.289751,82,89,35,5,6,2,-1,-12,1038,28,2,20141101040000
1045,"Helanshan Maliankou, Yinchuan",,38.601939,105.955167,38,42,33,1,1,6,7,-4,1033,35,3,20141101040000
1046,"Ninghua living area, Yinchuan",,38.486419,106.076569,55,35,17,3,2,5,7,-4,1033,35,3,20141101040000
1047,"Helanshan East Road, Yinchuan",,38.49796,106.237399,89,39,20,4,3,3,7,-4,1033,35,3,20141101040000
1048,"College Road, Yinchuan",,38.504209,106.140567,61,26,5,11,6,4,7,-4,1033,35,3,20141101040000
1049,"Yinhu Lane, Yinchuan",,38.474858,106.272608,61,45,20,12,12,7,7,-4,1033,35,3,20141101040000
1050,Yinchuan,,38.487654,106.235308,89,48,20,4,3,3,-,-,0,-,-,20141101040000
1055,"Monitoring station, Wulumuqi",,43.831501,87.58295,80,43,2,33,11,13,6,-7,1031,39,1,20141101040000
1056,"Toll office, Wulumuqi",,43.76923,87.607438,68,40,2,27,7,7,6,-7,1031,39,1,20141101040000
1057,"Xinjiang Academy of Agricultural Farms, Wulumuqi",,43.948277,87.478589,177,123,2,12,12,23,6,-7,1031,39,1,20141101040000
1058,"Railway Bureau, Wulumuqi",,43.872315,87.555404,87,55,2,36,9,12,6,-7,1031,39,1,20141101040000
1059,"No.31 middle school, Wulumuqi",,43.832235,87.646092,82,46,2,28,9,12,6,-7,1031,39,1,20141101040000
1060,"No.74 middle school, Wulumuqi",,43.874429,87.420418,46,45,6,22,6,8,6,-7,1031,39,1,20141101040000
1061,"Midong district EPA bureau, Wulumuqi",,43.963156,87.647302,76,42,3,7,4,9,6,-7,1031,39,1,20141101040000
1062,Wulumuqi,,43.82685,87.619673,82,46,2,28,9,12,-,-,0,-,-,20141101040000
1358,Korla,,41.727341,86.177205,207,190,19,33,2,24,,,0,,,20141101040000
1066,"Baijiantan District, Karamay",,45.689445,84.126445,57,37,22,,2,11,3,-6,1036,39,1,20141101040000
1067,"Chengzheng New Village, Karamay",,45.604135,84.888518,99,53,28,28,9,9,3,-6,1036,39,1,20141101040000
1068,"Dushanzi District, Karamay",,44.343598,84.90652,,67,21,1,2,13,3,-6,1036,39,1,20141101040000
1069,"Wuerhequ trade buidling, Karamay",,46.090638,85.695354,99,71,210,,2,12,3,-6,1036,39,1,20141101040000
1071,Karamay,,45.580693,84.891611,99,71,210,28,9,22,3,-6,1036,39,1,20141101040000
1247,Dingzhou,,38.516785,114.9963,164,93,4,25,27,24,17,5,1021,45,2,20141101040000
