locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
431,"City government, Qinhuangdao",,39.93711,119.612769,288,182,3,37,51,35,,,0,,,20141101020000
1148,"Qinglong EPA, Qinhuangdao",,40.419223,118.958002,199,133,5,20,24,24,,,0,,,20141101020000
1149,"Changli EPA, Qinhuangdao",,39.714369,119.173237,156,73,9,14,20,36,,,0,,,20141101020000
1268,"Lulong County Bureau of Meteorology , Qinhuangdao",,39.901091,118.904857,341,195,4,1,28,31,,,0,,,20141101020000
432,Qinhuangdao,,39.936485,119.606263,288,182,3,37,51,35,,,0,,,20141101020000
433,"CongTai Park, Handan",,36.620197,114.501891,224,187,1,27,62,34,,,0,,,20141101020000
434,"City EPA, Handan",,36.618145,114.518822,226,176,4,53,3,30,,,0,,,20141101020000
435,"East Sewage Factory, Handan",,36.616064,114.548714,272,223,1,41,22,19,,,0,,,20141101020000
436,"Mine Hospital, Handan",,36.578149,114.509854,285,197,1,32,27,23,,,0,,,20141101020000
1150,"Fengfeng mine Inland Revenue Department, Handan",,36.423085,114.245994,294,263,2,27,54,20,,,0,,,20141101020000
1151,"Shexian EPA, Handan",,36.589084,113.692341,178,87,5,18,17,24,,,0,,,20141101020000
1152,"Ci County Vocational Education Center, Handan",,36.380247,114.390119,235,167,2,38,62,24,,,0,,,20141101020000
1153,"Yongnian government guesthouse, Handan",,36.783297,114.502905,230,177,1,44,64,19,,,0,,,20141101020000
1154,"Wuan BDA, Handan",,36.686223,114.269009,310,262,2,34,50,38,,,0,,,20141101020000
1085,Handan,,36.625683,114.544812,272,223,1,41,22,19,,,0,,,20141101020000
437,"Road and Bridge Corporation, Xingtai",,37.096415,114.538799,241,160,2,36,32,11,12,10,1021,80,0,20141101020000
438,"Dahuo fontain, Xingtai",,37.097563,114.488001,211,134,31,24,11,8,12,10,1021,80,0,20141101020000
439,"Xingtai Normal College, Xingtai",,37.053404,114.531819,254,230,4,41,34,17,12,10,1021,80,0,20141101020000
440,"Environment protection office, Xingtai",,37.06253,114.490985,226,154,4,30,17,15,12,10,1021,80,0,20141101020000
1155,"Cultural centers within the mound, Xingtai",,37.293569,114.524873,245,176,3,20,6,37,12,10,1021,80,0,20141101020000
383,Xingtai,,37.071066,114.510749,226,154,4,30,17,15,12,10,1021,80,0,20141101020000
441,"City Monitoring Station, Baoding",,38.871737,115.527103,378,375,16,49,27,24,8,7,1020,96,0,20141101020000
442,"Surface water Company, Baoding",,38.842891,115.467326,376,349,2,105,22,19,8,7,1020,96,0,20141101020000
443,"Huadian II, Baoding",,38.896748,115.528102,346,289,5,23,31,30,8,7,1020,96,0,20141101020000
444,"Reception Center, Baoding",,38.911905,115.477301,289,333,3,40,22,15,8,7,1020,96,0,20141101020000
445,"Film Factory, Baoding",,38.876949,115.448383,266,360,3,36,9,21,8,7,1020,96,0,20141101020000
446,"Natatorium, Baoding",,38.863815,115.499212,250,438,2,46,4,28,8,7,1020,96,0,20141101020000
1156,"Qingyuan City Hall, Baoding",,38.771758,115.502189,370,296,2,35,5,20,8,7,1020,96,0,20141101020000
1157,"Xushui EPA, Baoding",,39.025781,115.668023,210,101,1,23,38,20,8,7,1020,96,0,20141101020000
1158,"Zhouzhou Monitoring Stations, Baoding",,39.493241,116.040187,201,137,2,19,8,19,8,7,1020,96,0,20141101020000
1159,"Gaobeidian EPA, Baoding",,39.3329,115.885891,221,157,2,29,35,19,8,7,1020,96,0,20141101020000
447,Baoding,,38.874791,115.471124,266,360,3,36,9,21,8,7,1020,96,0,20141101020000
448,"Century Compound, Zhangjiakou",,40.770279,114.909106,21,18,11,12,4,1,3,-3,1024,54,0,20141101020000
449,"North Pumping Station, Zhangjiakou",,40.874362,114.910119,-,-,-,-,-,-,-,-,0,-,-,20141101020000
450,"Hardware Warehouse, Zhangjiakou",,40.81232,114.887119,9,25,33,10,28,15,3,-3,1024,54,0,20141101020000
451,"Tanji Chang, Zhangjiakou",,40.796301,114.89811,30,11,16,12,16,2,3,-3,1024,54,0,20141101020000
1160,"Xiahuayuan EPA, Zhangjiakou",,40.509345,115.302442,80,46,3,15,16,6,3,-3,1024,54,0,20141101020000
1161,"Huaian EPA, Zhangjiakou",,40.68157,114.398646,61,21,5,1,9,10,3,-3,1024,54,0,20141101020000
1162,"Huailai Fuqian Primary School, Zhangjiakou",,40.422204,115.530285,61,48,8,9,4,4,3,-3,1024,54,0,20141101020000
1269,"Zhangbei EPA , Zhangjiakou",,41.166775,114.732369,72,37,22,6,8,3,3,-3,1024,54,0,20141101020000
1270,"Kangbao County Environmental Protection Agency , Zhangjiakou",,41.837866,114.591246,68,28,29,3,5,2,3,-3,1024,54,0,20141101020000
1271,"Guyuan County welfare , Zhangjiakou",,41.669984,115.687401,82,31,18,5,6,4,3,-3,1024,54,0,20141101020000
1272,"Shangyi County Environmental Protection Bureau , Zhangjiakou",,41.086638,113.984688,72,45,28,9,11,6,3,-3,1024,54,0,20141101020000
1273,"Yuxian Secondary School , Zhangjiakou",,39.84699,114.601986,119,53,7,17,20,12,3,-3,1024,54,0,20141101020000
1274,"Yang County Vocational Education Center , Zhangjiakou",,40.106343,114.134732,134,63,16,9,8,13,3,-3,1024,54,0,20141101020000
1275,"Wan county Environmental Protection Agency , Zhangjiakou",,40.770459,114.75033,63,25,24,12,4,3,3,-3,1024,54,0,20141101020000
473,"Nankou road, Tianjin",,39.174022,117.199688,204,140,3,30,11,22,14,7,1020,63,4,20141101020000
1276,"Zhuolu County Environmental Protection Agency , Zhangjiakou",,40.374273,115.221393,89,38,16,1,12,5,3,-3,1024,54,0,20141101020000
452,Zhangjiakou,,40.825744,114.893659,50,13,15,5,15,2,3,-3,1024,54,0,20141101020000
453,"Railway, Chengde",,40.917557,117.972331,78,44,13,18,8,8,5,0,1021,63,1,20141101020000
454,"Cultural Center, Chengde",,40.974625,117.824437,161,58,5,22,9,9,5,0,1021,63,1,20141101020000
455,"Bank of China, Chengde",,40.985582,117.958304,122,58,1,18,12,10,5,0,1021,63,1,20141101020000
456,"BDA, Chengde",,40.937567,117.969325,85,63,4,13,5,10,5,0,1021,63,1,20141101020000
457,"Ligong, Chengde",,41.012579,117.94428,97,42,15,19,8,5,5,0,1021,63,1,20141101020000
1163,"Chengde County EPA, Chengde",,40.776643,118.17646,170,308,1,25,9,15,5,0,1021,63,1,20141101020000
1164,"Xinglong County City Hall, Chengde",,40.424301,117.513488,164,85,8,20,9,20,5,0,1021,63,1,20141101020000
1165,"Luanping EPA, Chengde",,40.950792,117.350715,107,56,3,27,9,11,5,0,1021,63,1,20141101020000
1166,"Fengning County City Hall, Chengde",,41.216739,116.658037,119,62,14,17,8,6,5,0,1021,63,1,20141101020000
1277,"Longhua EPA , Chengde",,41.311956,117.739605,122,76,14,32,4,6,5,0,1021,63,1,20141101020000
458,Chengde,,40.955652,117.968737,85,63,4,13,5,10,5,0,1021,63,1,20141101020000
459,"Municipal EPB, Cangzhou",,38.323507,116.876746,292,382,6,31,3,21,13,8,1020,72,4,20141101020000
460,"Cangxian Urban Construction Bureau, Cangzhou",,38.299495,116.890734,350,174,1,21,10,16,13,8,1020,72,4,20141101020000
461,"TV Broadcast Station, Cangzhou",,38.325525,116.863761,337,286,4,10,5,22,13,8,1020,72,4,20141101020000
1167,"Qing County City Hall, Cangzhou",,38.589643,116.815876,261,125,1,18,8,26,13,8,1020,72,4,20141101020000
1168,"Poyoushi City Hall, Cangzhou",,38.089516,116.590575,342,324,4,16,1,21,13,8,1020,72,4,20141101020000
1169,"Huanghua Finance Bureau Training Center, Cangzhou",,38.377793,117.343356,260,160,-,24,13,15,13,8,1020,72,4,20141101020000
462,Cangzhou,,38.305035,116.844625,337,286,4,10,5,22,13,8,1020,72,4,20141101020000
463,"Environmental Monitoring Supervision Center, Langfang",,39.558157,116.720995,187,136,10,31,6,15,13,8,1020,72,4,20141101020000
464,"TCM Medical Material Company, Langfang",,39.519096,116.689914,183,112,4,29,6,18,13,8,1020,72,4,20141101020000
465,"BDA, Langfang",,39.576175,116.779041,199,114,2,22,7,21,13,8,1020,72,4,20141101020000
466,"North China Institute of Aerospace, Langfang",,39.53517,116.743027,182,116,3,25,4,19,13,8,1020,72,4,20141101020000
1170,"Guan Party School, Langfang",,39.446185,116.311026,294,174,2,30,5,16,13,8,1020,72,4,20141101020000
1171,"Xianghe EPA, Langfang",,39.76725,117.015252,191,111,1,33,9,20,13,8,1020,72,4,20141101020000
1172,"Wenan County EPA, Langfang",,38.880927,116.47001,184,123,2,25,11,17,13,8,1020,72,4,20141101020000
1173,"Three Rivers Department of Transportation, Langfang",,39.989419,117.091528,198,146,2,24,8,22,13,8,1020,72,4,20141101020000
1278,"Yongqing EPA , Langfang",,39.329071,116.510917,258,149,3,19,6,14,13,8,1020,72,4,20141101020000
1279,"Dacheng EPA, Langfang",,38.712628,116.665751,278,263,4,37,12,23,13,8,1020,72,4,20141101020000
467,Langfang,,39.539148,116.689668,183,112,4,29,6,18,13,8,1020,72,4,20141101020000
468,"Hengshui City EPB, Hengshui",,37.739679,115.695929,307,197,2,34,27,17,14,8,0,63,2,20141101020000
469,"Environmental Monitoring Station, Hengshui",,37.738593,115.648837,306,191,6,37,8,15,14,8,0,63,2,20141101020000
470,"Electrical Machine North Factory, Hengshui",,37.758686,115.70094,293,235,2,20,19,17,14,8,0,63,2,20141101020000
1174,"Anping EPA, Hengshui",,38.238559,115.537988,429,359,3,38,26,20,14,8,0,63,2,20141101020000
1175,"Jizhou EPA, Hengshui",,37.548552,115.58679,314,266,2,29,18,17,14,8,0,63,2,20141101020000
1280,"Zaoqiang EPA, Hengshui",,37.520698,115.714936,346,269,20,29,8,13,14,8,0,63,2,20141101020000
1281,"Wuyi EPA, Hengshui",,37.801554,115.898697,288,199,2,19,12,14,14,8,0,63,2,20141101020000
1282,"Wuqiang EPA , Hengshui",,38.03557,115.959767,229,159,3,1,7,14,14,8,0,63,2,20141101020000
1283,"Raoyang EPA , Hengshui",,38.230652,115.741041,236,156,1,1,7,15,14,8,0,63,2,20141101020000
1284,"Gucheng County , Hengshui",,37.347569,115.966707,251,171,2,1,4,11,14,8,0,63,2,20141101020000
471,Hengshui,,37.739562,115.676066,293,235,2,20,19,17,14,8,0,63,2,20141101020000
1176,"Xinji City Hall, Xinji",,37.949711,115.230084,417,433,2,43,40,21,14,8,0,63,2,20141101020000
474,"Qinjian street, Tianjin",,39.166588,117.15104,211,110,9,26,6,23,14,7,1020,63,4,20141101020000
475,"Nanjing Road, Tianjin",,39.120958,117.195112,170,164,10,32,8,23,14,7,1020,63,4,20141101020000
476,"Dazhigu No.8 road, Tianjin",,39.111811,117.25147,175,128,9,32,9,25,14,7,1020,63,4,20141101020000
477,"Qianjin street, Tianjin",,39.09371,117.207981,153,160,9,26,10,21,14,7,1020,63,4,20141101020000
478,"Huaihe street, Tianjin",,39.227167,117.191293,225,135,1,37,6,19,14,7,1020,63,4,20141101020000
479,"Xiangshan street, Tianjin",,39.134752,117.275125,269,135,2,26,6,30,14,7,1020,63,4,20141101020000
480,"Yuejin Road, Tianjin",,39.088177,117.320884,173,138,4,35,9,23,14,7,1020,63,4,20141101020000
481,"Zhujiang street, Tianjin",,39.064463,117.231268,-,-,-,-,-,-,-,-,0,-,-,20141101020000
482,"No.4 street, Tianjin",,39.035228,117.713424,228,121,3,29,8,20,14,7,1020,63,4,20141101020000
483,"Yongming road, Tianjin",,38.840392,117.463805,268,159,12,28,9,30,14,7,1020,63,4,20141101020000
484,"Xinhua street, Tianjin",,39.138671,117.010083,204,104,2,17,5,20,13,8,1020,72,4,20141101020000
485,"Jingu Road, Tianjin",,38.985659,117.381254,179,89,3,35,13,28,13,8,1020,72,4,20141101020000
486,"Tanggu Yingkou street, Tianjin",,39.021768,117.656454,189,134,4,26,2,15,13,8,1020,72,4,20141101020000
487,"Hexi Yijing road, Tianjin",,39.248392,117.798043,270,117,16,27,7,20,13,8,1020,72,4,20141101020000
488,"Jianshe Road, Tianjin",,39.720075,117.310588,201,106,7,31,5,22,13,8,1020,72,4,20141101020000
489,"Quanzhou South road, Tianjin",,39.373857,117.050329,240,126,2,32,11,27,11,10,1019,94,3,20141101020000
490,"Donghuan road, Tianjin",,40.043144,117.451062,194,118,7,22,4,24,13,8,1020,72,4,20141101020000
491,"Tuanpowa, Tianjin",,38.920418,117.16299,279,129,3,25,2,13,14,7,1020,63,4,20141101020000
493,"Beiwei No.2 road, Tianjin",,38.943857,116.920624,194,105,2,35,7,26,13,8,1020,72,4,20141101020000
494,"Haitai fazhan No.2 road, Tianjin",,39.079608,117.096583,237,137,5,28,5,22,13,8,1020,72,4,20141101020000
495,"Hangtian road, Tianjin",,39.152244,117.381309,262,140,2,33,12,30,14,7,1020,63,4,20141101020000
496,"Hanbei road, Tianjin",,39.159768,117.770477,299,172,5,34,14,40,14,7,1020,63,4,20141101020000
497,"Baobai highway, Tianjin",,39.51757,117.349635,207,158,23,22,3,22,13,8,1020,72,4,20141101020000
498,Tianjin,,39.085164,117.207281,153,160,9,26,10,21,13,8,1020,72,4,20141101020000
499,"Wolong bridge, Hangzhou",,30.24371,120.132762,95,39,6,13,3,9,19,14,1018,73,2,20141101020000
500,"Hemu primary school, Hangzhou",,30.309669,120.124507,119,50,18,20,10,10,19,14,1018,73,2,20141101020000
501,"Zhejiang Agricultural University, Hangzhou",,30.265601,120.197583,144,57,8,23,16,20,19,14,1018,73,2,20141101020000
502,"Xiasha, Hangzhou",,30.303516,120.352618,152,53,4,25,7,9,19,14,1018,73,2,20141101020000
503,"Yunqi, Hangzhou",,30.178555,120.093142,85,40,3,10,2,10,19,14,1018,73,2,20141101020000
504,"Xixi, Hangzhou",,30.272425,120.068144,127,46,6,19,5,10,19,14,1018,73,2,20141101020000
505,"Chengxiang town, Hangzhou",,30.179493,120.274184,99,58,9,21,8,7,19,14,1018,73,2,20141101020000
506,"Qiandao lake, Hangzhou",,29.638139,119.031092,57,27,9,5,4,9,19,14,1018,73,2,20141101020000
507,"Linping town, Hangzhou",,30.415948,120.305059,139,59,7,22,13,11,19,14,1018,73,2,20141101020000
509,"No.2 Middle School, Hangzhou",,30.044303,119.956356,102,61,11,15,4,11,19,14,1018,73,3,20141101020000
510,"City Hall, Hangzhou",,30.234185,119.723503,104,64,21,12,5,11,19,14,1018,73,3,20141101020000
511,"No. 4 middle school, Hangzhou",,30.229428,119.699591,97,63,7,21,7,13,19,14,1018,73,3,20141101020000
512,Hangzhou,,30.271756,120.159765,139,56,8,23,6,12,19,14,1018,73,3,20141101020000
513,"City Station, Wenzhou",,28.009715,120.679129,117,59,3,21,9,11,24,20,0,79,2,20141101020000
514,"Ouhai, Wenzhou",,28.001846,120.641982,114,60,2,28,10,10,24,20,0,79,2,20141101020000
515,"Longwan, Wenzhou",,27.968122,120.768393,89,66,3,22,7,15,24,20,0,79,2,20141101020000
516,"Nanpu, Wenzhou",,27.981763,120.683685,132,65,2,18,10,9,24,20,0,79,2,20141101020000
517,Wenzhou,,27.990985,120.703425,132,65,2,18,10,9,24,20,0,79,2,20141101020000
518,"Monitoring station, Jiaxing",,30.75437,120.767373,142,56,15,22,30,10,20,17,1017,83,5,20141101020000
519,"Jiaxing University, Jiaxing",,30.745099,120.735004,154,59,4,21,13,11,20,17,1017,83,5,20141101020000
520,"Qinghe Primary School, Jiaxing",,30.775685,120.747969,151,56,2,19,15,12,20,17,1017,83,5,20141101020000
521,Jiaxing,,30.751627,120.762862,142,56,15,22,30,10,20,17,1017,83,5,20141101020000
522,"Chengbei water plant, Huzhou",,30.891155,120.096593,112,44,4,16,7,13,19,17,1017,88,3,20141101020000
523,"Jishan new village, Huzhou",,30.859939,120.120168,144,52,3,19,8,12,18,16,1015,88,3,20141101020000
524,"Town west water plant, Huzhou",,30.862371,120.084577,114,53,4,18,7,11,19,17,1017,88,3,20141101020000
525,Huzhou,,30.892304,120.091694,112,44,4,16,7,13,19,17,1017,88,3,20141101020000
526,"Donghu middle school, Shaoxing",,29.990447,120.647547,63,53,21,22,29,14,19,14,1018,73,3,20141101020000
527,"City EPA station, Shaoxing",,30.001695,120.584318,124,53,7,19,17,6,19,14,1018,73,2,20141101020000
528,"Chengdong BDA committee, Shaoxing",,29.986643,120.613578,147,50,7,15,22,9,19,14,1018,73,2,20141101020000
529,"Paojiang station, Shaoxing",,30.07574,120.62154,139,57,7,22,29,12,19,14,1018,73,3,20141101020000
530,"Shaoxing technical school, Shaoxing",,29.930983,120.577131,119,51,9,18,19,11,19,14,1018,73,3,20141101020000
531,"Library, Shaoxing",,29.706266,120.253183,134,52,3,13,18,21,19,14,1018,73,3,20141101020000
532,"Transporation management station, Shaoxing",,29.726405,120.221602,112,52,3,12,12,23,19,14,1018,73,3,20141101020000
533,"Dongpu Town Governement, Shaoxing",,30.049601,120.539893,95,59,-,19,19,11,19,14,1018,73,3,20141101020000
534,Shaoxing,,29.993122,120.590182,124,53,7,19,17,6,-,-,0,-,-,20141101020000
535,"City Monitoring Station, Jinhua",,29.100031,119.690373,91,51,7,16,11,11,19,16,0,83,2,20141101020000
536,"No.15 middle school, Jinhua",,29.074022,119.652121,107,49,4,11,5,11,19,16,0,83,2,20141101020000
537,"No.4 middle school, Jinhua",,29.110109,119.653654,91,40,6,17,11,10,19,16,0,83,2,20141101020000
538,"Beiyuan, Jinhua",,29.332898,120.083351,109,52,7,20,20,15,20,16,0,79,2,20141101020000
539,"Jiangdong, Jinhua",,29.302486,120.095291,117,49,9,17,20,14,20,16,0,79,2,20141101020000
540,Jinhua,,29.076083,119.65215,107,49,4,11,5,11,19,16,0,83,2,20141101020000
541,"EPA building, Quzhou",,28.937291,118.876081,72,50,3,13,8,9,19,19,1016,98,3,20141101020000
542,"Experimental school, Quzhou",,28.961502,118.880916,85,32,11,13,7,8,19,19,1016,98,3,20141101020000
543,"Quzhou University, Quzhou",,28.971452,118.860052,107,48,4,16,5,9,19,19,1016,98,3,20141101020000
544,Quzhou,,28.966994,118.864252,107,48,4,16,5,9,19,19,1016,98,3,20141101020000
545,"Putuo east port, Zhoushan",,29.951412,122.317679,107,51,6,11,4,12,20,16,1017,78,4,20141101020000
546,"Dinghai tanfeng, Zhoushan",,30.018014,122.126566,93,53,7,12,6,20,20,16,1017,78,4,20141101020000
547,Zhoushan,,29.983049,122.210763,137,55,2,19,3,12,20,16,1017,78,4,20141101020000
548,"Taizhou EPA building, Taizhou",,28.651216,121.42331,78,31,8,9,2,8,22,18,0,78,2,20141101020000
549,"Luqiao Tian Yang Wang, Taizhou",,28.574364,121.381194,114,56,6,16,8,8,22,18,0,78,2,20141101020000
550,"Huangyan EPA building, Taizhou",,28.656151,121.285064,99,46,3,17,2,7,21,18,0,83,2,20141101020000
551,"Yu Zhuang Qian, Lishui",,28.419638,119.883884,154,66,17,15,5,9,23,19,1016,75,2,20141101020000
552,"Monitoring station building, Lishui",,28.444379,119.923103,144,57,22,14,4,7,23,19,1016,75,2,20141101020000
553,"Liandu primary school, Lishui",,28.450912,119.939332,152,61,20,7,2,8,23,19,1016,75,2,20141101020000
554,Lishui,,28.464224,119.927201,144,57,22,14,4,7,23,19,1016,75,2,20141101020000
1248,Jingningxian,,27.977454,119.634837,151,75,3,17,8,6,,,,,,20141101020000
555,Taigu Primary School,,29.864178,121.60022,117,47,35,20,9,12,20,16,1017,78,4,20141101020000
556,Qianhu shuihan,,29.862459,121.5328,119,61,5,18,9,13,20,16,1017,78,4,20141101020000
557,Sanjiang secondary schools,,29.891563,121.568427,139,53,39,21,12,14,20,16,1017,78,4,20141101020000
558,Longsai Hospital,,29.957301,121.726734,149,68,4,25,18,13,20,16,1017,78,4,20141101020000
559,Beilun District EPB,,29.911633,121.850773,117,55,4,19,15,12,20,16,1017,78,4,20141101020000
560,Wanli University,,29.821314,121.574364,117,45,6,21,16,13,20,16,1017,78,4,20141101020000
561,Qianhu water plant,,29.774416,121.648136,112,43,31,20,6,12,20,16,1017,78,4,20141101020000
562,Municipal management station,,29.899182,121.626691,114,50,47,15,5,13,20,16,1017,78,4,20141101020000
1177,Daxie Literary Museum,,29.9027,121.986447,157,52,5,22,7,11,20,16,1017,78,4,20141101020000
1178,Cixi EPB,,30.165807,121.248991,119,56,4,18,12,18,20,16,1017,78,4,20141101020000
1179,Cixi Experimently Primary School,,30.179808,121.268672,109,57,4,18,11,14,20,16,1017,78,4,20141101020000
1180,"Yongsan Park, Yuyao",,30.050842,121.162477,102,49,2,18,8,13,20,16,1017,78,4,20141101020000
1181,"Qilupu Water Company, Yuyao",,30.039112,121.133416,134,55,2,19,15,12,20,16,1017,78,4,20141101020000
1182,Fenghua EPB,,29.666557,121.42069,117,36,33,16,7,13,20,16,1017,78,4,20141101020000
1183,"Yuelong station, Ninghai",,29.296505,121.445872,114,47,5,18,8,12,20,16,1017,78,4,20141101020000
1184,"Wenfeng Primary School, Xiangshan",,29.470908,121.889544,151,54,5,16,6,11,20,16,1017,78,4,20141101020000
1185,"Chengnan Primary School, Ninghai",,29.293812,121.43666,102,35,8,16,9,12,20,16,1017,78,4,20141101020000
1186,"Xingang Primary School, Xiangshan",,29.203878,121.952514,95,25,6,13,5,10,20,16,1017,78,4,20141101020000
1356,Haishu City Monitoring Center,,29.86835,121.539341,119,62,21,18,9,14,20,16,1017,78,4,20141101020000
1357,Fenghua Xikou government,,29.693164,121.29331,95,36,23,16,5,14,20,16,1017,78,4,20141101020000
1294,Ningbo,,29.865766,121.548164,114,50,47,15,5,13,20,16,1017,78,4,20141101020000
1187,Fuyang,,30.046157,119.96468,102,61,11,15,4,11,-,-,0,-,-,20141101020000
1188,Yiwu,,29.304353,120.079794,117,52,9,20,20,15,-,-,0,-,-,20141101020000
1189,Zhuji,,29.711185,120.240748,134,52,3,13,18,23,19,14,1018,73,3,20141101020000
563,"Shanxi Road , Nanjing",,32.06795,118.779216,176,84,3,21,2,10,17,16,1019,94,3,20141101020000
564,"Ruijin Road , Nanjing",,32.029321,118.80817,171,81,2,21,6,12,17,16,1019,94,3,20141101020000
565,"Xuanwu Lake, Nanjing",,32.075423,118.800188,173,80,3,17,4,11,17,16,1019,94,3,20141101020000
566,"Olympic Center, Nanjing",,32.007171,118.742217,172,91,2,11,2,7,17,16,1019,94,3,20141101020000
567,"Xianlin University Town , Nanjing",,32.106958,118.919882,177,99,2,22,7,13,17,16,1019,94,3,20141101020000
568,Nanjing,,32.058179,118.802061,169,85,3,17,5,10,17,16,1019,94,3,20141101020000
569,"Shangfang hill , Suzhou",,31.24502,120.565211,147,51,5,15,4,7,19,17,1017,88,3,20141101020000
570,"Wuzhong District , Suzhou",,31.268105,120.61717,147,57,3,16,5,13,19,16,1017,83,3,20141101020000
571,"Suzhou New District , Suzhou",,31.297277,120.547262,153,54,5,19,20,11,19,17,1017,88,3,20141101020000
572,"Suzhou Industrial Area, Suzhou",,31.307603,120.673257,154,48,2,21,9,10,19,17,1017,88,3,20141101020000
573,"Xiangcheng district, Suzhou",,31.368674,120.645209,158,62,3,22,10,11,19,17,1017,88,3,20141101020000
574,Suzhou,,31.296701,120.589493,164,66,3,22,16,13,19,16,1017,83,5,20141101020000
575,"South suburb , Nantong",,31.957836,120.917218,163,62,8,11,6,2,19,16,0,80,3,20141101020000
576,"Xinghu park, Nantong",,31.927873,120.944254,165,71,9,17,6,9,20,16,0,77,3,20141101020000
577,"Zilang school, Nantong",,32.039638,120.814358,159,69,11,13,5,0,19,16,0,80,3,20141101020000
578,Nantong,,31.978005,120.898555,167,71,11,17,6,9,20,16,0,77,3,20141101020000
579,Lianyungang,连云港,34.595509,119.226814,152,84,21,27,10,7,8,8,1016,96,0,20141101020000
580,"Hongmen police substation, Lianyungang",,34.588692,119.146693,85,44,3,13,12,8,15,14,1019,94,1,20141101020000
581,"Xugou Nuclear Expert Village , Lianyungang",,34.749957,119.373707,93,44,13,9,11,6,15,14,1019,94,1,20141101020000
582,"Hengrui pharmaceutical company, BDA, Lianyungang",,34.697574,119.353668,87,42,12,12,9,8,15,14,1019,94,1,20141101020000
583,"City Monitoring Station, Lianyungang",,34.586791,119.186929,93,60,5,13,13,9,15,14,1019,94,1,20141101020000
584,"Yellow river new village , Xuzhou",,34.271542,117.177241,186,103,2,19,18,9,15,14,1019,89,0,20141101020000
585,"Tongshan Veterinary Hospital , Xuzhou",,34.307086,117.197766,174,90,2,15,9,4,15,14,1019,89,0,20141101020000
586,"New Town , Xuzhou",,34.213992,117.261718,192,109,2,16,24,4,15,14,1019,89,0,20141101020000
587,"Taoyuan road, Xuzhou",,34.289822,117.249721,236,101,4,12,18,16,15,14,1019,89,0,20141101020000
588,"Agricultural Science Academy , Xuzhou",,34.27655,117.299079,186,103,1,9,13,7,15,14,1019,89,0,20141101020000
589,"Tongshan EPA, Xuzhou",,34.179384,117.171798,186,110,6,5,20,6,15,14,1019,89,0,20141101020000
590,Xuzhou,,34.20346,117.289825,236,110,6,19,24,14,15,14,1019,89,0,20141101020000
591,Yangzhou,扬州,32.39233,119.418446,159,69,10,19,10,5,11,9,0,90,6,20141101020000
592,"Hanjiang Monitoring Station, Yangzhou",,32.374218,119.394484,63,38,7,8,5,2,19,15,0,77,2,20141101020000
593,"No. 4 Hospital, Yangzhou",,32.401394,119.44444,65,37,10,3,13,6,19,15,0,77,2,20141101020000
594,"City Monitoring Station, Yangzhou",,32.406588,119.41591,72,47,8,2,16,5,19,15,0,77,2,20141101020000
595,"University Town , Wuxi",,31.484752,120.273571,132,63,2,6,11,10,19,17,1017,88,3,20141101020000
596,"Shibei High School , Wuxi",,31.619969,120.279584,163,79,9,16,13,6,19,17,1017,88,3,20141101020000
597,"Yuhong Elementary School , Wuxi",,31.561155,120.249588,153,65,2,15,10,11,19,17,1017,88,3,20141101020000
598,Wuxi,,31.488746,120.31575,164,80,3,17,14,12,-,-,0,-,-,20141101020000
599,Changzhou,常州,31.808037,119.979205,172,86,6,22,36,13,11,9,0,88,5,20141101020000
600,"Chengjian School, Changzhou",,31.776476,119.937681,152,72,5,12,7,8,20,15,0,74,3,20141101020000
601,"Changzhou Engineering Institute , Changzhou",,31.806828,119.966724,139,59,7,14,8,8,20,15,0,74,3,20141101020000
602,"Wujin Monitoring Station, Changzhou",,31.701788,119.939676,155,62,3,11,8,8,19,15,0,78,3,20141101020000
603,"City Monitoring Station, Changzhou",,31.777201,119.979426,134,56,10,16,9,10,20,15,0,74,3,20141101020000
604,Zhenjiang,镇江,32.18597,119.431281,170,79,4,39,15,13,9,8,0,93,5,20141101020000
605,"New District Administrative office , Zhenjiang",,32.186174,119.685021,99,40,12,17,6,7,18,16,1018,88,3,20141101020000
606,"Vocational Education Center , Zhenjiang",,32.212973,119.496253,68,48,11,16,4,16,18,16,1018,88,3,20141101020000
607,"Dantu Monitoring Station , Zhenjiang",,32.130026,119.435432,70,38,15,11,5,8,18,16,1018,88,3,20141101020000
608,"City Monitoring Station, Zhenjiang",,32.202178,119.439766,89,36,12,15,6,9,18,16,1018,88,3,20141101020000
609,"Gaogang Adminstrative office , Taizhoushi",,32.300768,119.886757,153,59,6,9,11,8,18,15,0,81,2,20141101020000
610,"Students Innovation Park , Taizhoushi",,32.461672,119.892761,124,-,9,8,14,8,19,15,0,77,2,20141101020000
611,Taizhoushi,,32.453555,119.927852,152,64,5,22,8,11,19,15,0,77,2,20141101020000
612,"Yancheng power station , Yancheng",,33.400859,120.123067,61,29,23,7,6,4,,,0,,,20141101020000
613,Yancheng,盐城,33.345939,120.168504,144,52,30,5,3,7,11,10,1016,95,4,20141101020000
614,"Wenfeng Middle School , Yancheng",,33.370531,120.134041,63,30,20,9,10,5,,,0,,,20141101020000
615,"BDA Management Committe, Yancheng",,33.393191,120.22978,34,17,24,7,6,3,,,0,,,20141101020000
